Student_ID,Age,10th_Percentage,12th_Percentage,12th_Stream,Degree,CGPA,Programming,Communication,Leadership,Creativity,Problem_Solving,Technology_Interest,Medical_Interest,Finance_Interest,Government_Interest,Business_Interest,Teaching_Interest,Law_Interest,Physical_Fitness,Personality,Hobby,Career
730,18,80,80,Science_PCM,BTech,6.33,5,4,3,4,3,4,5,2,2,2,5,4,4,Helping,Public Speaking,Civil Engineer
731,20,54,96,Commerce,BCom,7.35,5,4,2,2,5,2,4,5,2,3,4,2,5,Helping,Music,Bank Manager
732,24,90,72,Science_PCM,BTech,6.25,4,5,4,5,3,4,2,2,3,4,4,3,5,Research,Public Speaking,Civil Engineer
733,23,61,99,Commerce,BBA,8.66,3,2,5,2,5,4,5,2,4,5,4,3,4,Creative,Writing,Marketing Manager
734,17,85,93,Commerce,BA,6.1,3,5,5,3,5,5,2,3,4,5,4,3,2,Helping,Music,Entrepreneur
735,21,50,86,Commerce,BBA,8.79,5,2,5,5,2,3,2,3,2,5,2,2,4,Creative,Drawing,Entrepreneur
736,21,80,55,Science_PCM,BTech,6.25,5,5,4,5,4,5,3,3,3,4,3,2,3,Creative,Sports,AI Engineer
737,24,98,71,Science_PCM,BTech,9.68,4,5,4,2,5,3,4,5,5,3,2,2,2,Analytical,Coding,Civil Engineer
738,25,85,85,Commerce,BCom,8.13,3,4,5,4,4,4,2,5,5,2,5,4,3,Leadership,Writing,Bank Manager
739,25,72,80,Arts,BA,9.12,5,5,2,3,5,5,5,2,4,5,5,3,4,Analytical,Social Work,Teacher
740,25,65,92,Commerce,BBA,7.78,5,2,5,3,3,2,2,3,2,5,4,2,2,Research,Drawing,Marketing Manager
741,23,86,76,Arts,BA,8.72,3,5,4,2,5,5,2,5,5,3,2,5,5,Creative,Public Speaking,Defence Officer
742,22,53,97,Science_PCM,BTech,6.51,5,5,4,2,4,5,5,2,4,5,2,2,5,Research,Reading,AI Engineer
743,17,79,86,Arts,LLB,7.1,5,5,4,4,2,4,2,5,4,5,2,5,3,Research,Public Speaking,Lawyer
744,23,88,51,Science_PCM,BCA,6.65,5,5,2,2,5,5,3,2,3,2,3,2,2,Creative,Social Work,AI Engineer
745,22,60,96,Science_PCB,BSc Microbiology,9.32,4,5,3,3,2,2,5,3,3,3,5,4,5,Leadership,Sports,Medical Researcher
746,21,94,69,Science_PCM,BSc,6.81,2,3,5,4,5,3,2,4,3,2,3,4,3,Analytical,Public Speaking,Research Scientist
747,22,53,71,Science_PCM,BCA,8.62,5,4,4,5,5,5,5,5,3,5,2,5,4,Helping,Public Speaking,Data Scientist
748,19,60,70,Science_PCM,BCA,7.04,5,5,5,5,4,5,2,3,5,2,2,5,5,Leadership,Music,Data Scientist
749,22,66,87,Commerce,BBA,7.9,4,3,3,5,4,4,3,5,4,3,5,2,5,Research,Music,Financial Analyst
750,21,61,61,Arts,BEd,7.92,3,5,5,3,2,5,3,5,3,5,5,2,5,Helping,Sports,Teacher
751,21,53,55,Science_PCB,BDS,7.14,4,5,5,5,4,3,5,5,4,4,4,3,5,Analytical,Coding,Doctor
752,17,74,93,Science_PCM,BCA,8.42,5,3,3,2,5,5,3,5,2,4,5,5,5,Creative,Social Work,Software Developer
753,23,78,60,Science_PCM,BTech,6.51,2,4,5,3,3,4,5,2,2,2,3,3,3,Research,Sports,Civil Engineer
754,23,64,87,Science_PCB,BSc Microbiology,9.32,5,4,5,3,3,2,5,4,4,3,5,3,5,Analytical,Music,Medical Researcher
755,21,77,84,Science_PCM,BA,7.68,3,2,3,4,5,2,2,4,5,2,5,2,5,Analytical,Writing,Defence Officer
756,20,74,57,Science_PCB,BSc Nursing,9.3,4,4,4,5,4,4,5,5,4,4,2,2,3,Creative,Public Speaking,Nurse
757,23,73,95,Science_PCM,BCA,7.8,5,4,5,4,4,5,5,5,4,2,4,2,5,Helping,Writing,Data Scientist
758,25,81,90,Arts,BEd,6.37,3,5,3,3,3,2,2,5,3,2,5,4,5,Creative,Social Work,Teacher
759,22,51,64,Commerce,BCom,8.28,5,2,2,3,5,2,2,5,4,5,5,5,2,Analytical,Social Work,Accountant
760,24,90,85,Commerce,BBA,7.3,2,4,5,5,2,2,3,5,3,5,4,2,2,Leadership,Reading,Entrepreneur
761,23,98,93,Commerce,BBA,7.01,4,5,5,5,2,4,3,5,4,5,2,2,5,Analytical,Sports,Marketing Manager
762,17,55,52,Science_PCB,BHMS,6.51,3,5,5,5,2,5,5,4,4,2,4,3,4,Leadership,Reading,Doctor
763,18,81,83,Arts,BEd,8.32,5,5,3,4,2,2,5,3,2,5,5,4,2,Helping,Drawing,Teacher
764,19,65,84,Commerce,BBA,9.49,2,2,5,2,3,5,3,4,3,5,4,5,5,Creative,Sports,Marketing Manager
765,18,61,67,Commerce,BBA,9.35,3,3,5,3,4,4,3,4,3,5,3,3,5,Research,Public Speaking,Marketing Manager
766,20,83,97,Commerce,BCom,9.77,4,4,5,5,4,3,2,5,5,5,4,5,3,Leadership,Writing,Accountant
767,20,88,97,Commerce,BBA,6.98,4,3,4,4,4,4,4,5,5,3,2,4,2,Helping,Music,Bank Manager
768,20,76,65,Science_PCB,BSc Microbiology,8.9,5,4,2,3,3,3,5,2,4,5,4,5,4,Analytical,Sports,Medical Researcher
769,23,87,97,Commerce,BCom,7.4,5,3,5,2,4,5,5,5,4,3,5,4,4,Leadership,Drawing,Accountant
770,24,99,82,Science_PCM,BTech,8.6,5,3,4,4,5,4,4,2,2,5,5,5,3,Leadership,Sports,Civil Engineer
771,25,95,98,Commerce,BBA,7.31,3,5,5,2,3,4,4,4,3,5,2,2,4,Helping,Coding,Entrepreneur
772,19,62,62,Arts,LLB,8.47,3,5,4,3,5,2,3,5,4,4,4,5,4,Research,Writing,Lawyer
773,23,63,96,Arts,BA,8.37,4,2,5,4,3,5,5,4,2,5,2,5,5,Leadership,Drawing,Entrepreneur
774,19,91,53,Science_PCM,BCA,9.17,5,3,3,2,5,5,4,3,4,2,5,5,5,Creative,Social Work,AI Engineer
775,22,95,94,Arts,BEd,9.1,2,5,5,5,4,5,4,3,5,4,5,5,5,Leadership,Writing,Teacher
776,21,99,71,Commerce,CA,6.19,2,3,2,3,4,3,5,5,2,2,5,3,5,Analytical,Coding,Accountant
777,18,67,96,Arts,BA,9.02,4,4,4,2,4,5,4,5,5,5,2,4,5,Leadership,Drawing,Government Officer
778,18,80,96,Arts,BFA,8.71,4,3,5,5,2,3,5,2,3,4,3,3,5,Creative,Writing,Designer
779,25,87,64,Arts,BA Economics,6.49,5,4,3,3,2,3,4,3,5,5,4,2,5,Leadership,Drawing,Government Officer
780,25,57,92,Science_PCM,BTech,8.79,5,4,3,4,4,5,4,3,2,5,5,4,3,Analytical,Coding,Software Developer
781,24,59,86,Commerce,BBA,9.49,3,3,5,2,2,4,2,3,3,5,3,4,5,Creative,Drawing,Marketing Manager
782,25,98,87,Science_PCB,BHMS,9.65,2,4,4,5,3,2,5,3,2,3,3,2,4,Analytical,Social Work,Doctor
783,24,84,53,Commerce,BCom,9.96,5,2,3,5,4,4,2,5,4,5,4,4,4,Creative,Drawing,Accountant
784,17,88,99,Science_PCB,BSc Nursing,7.52,5,5,3,4,2,2,5,5,2,3,5,5,4,Leadership,Sports,Nurse
785,18,69,73,Science_PCM,BTech,8.03,4,2,3,5,5,2,2,2,4,5,3,5,3,Leadership,Writing,Civil Engineer
786,23,60,78,Arts,BBA,8.87,5,4,5,4,3,5,5,3,3,5,5,5,3,Helping,Reading,Entrepreneur
787,22,97,90,Science_PCM,BTech,7.47,5,4,5,4,4,5,2,2,3,3,2,2,3,Leadership,Social Work,Software Developer
788,20,60,74,Science_PCM,BTech,9.91,5,4,2,5,4,5,3,2,5,4,3,3,3,Creative,Writing,Software Developer
789,20,74,98,Commerce,CA,9.06,5,4,5,5,5,2,4,5,2,4,2,2,2,Analytical,Social Work,Bank Manager
790,19,55,59,Arts,BA,9.95,5,4,4,4,3,2,4,3,5,3,2,4,3,Creative,Writing,Government Officer
791,22,76,96,Commerce,BBA,8.92,2,2,5,4,4,5,5,5,5,5,3,4,3,Leadership,Writing,Marketing Manager
792,23,96,95,Science_PCM,BCA,8.31,5,3,4,5,5,5,4,3,3,3,2,3,3,Analytical,Reading,Data Scientist
793,21,83,79,Science_PCM,BTech,7.26,5,2,2,4,4,5,5,5,5,2,5,3,5,Research,Drawing,Data Scientist
794,19,90,91,Science_PCM,BSc Data Science,7.72,5,4,2,2,5,5,3,5,5,3,3,3,2,Creative,Music,Data Scientist
795,23,90,55,Science_PCM,BTech,7.88,5,3,2,5,4,5,2,3,4,2,2,3,4,Research,Sports,AI Engineer
796,20,96,72,Science_PCM,BTech,6.57,3,4,3,4,2,5,2,5,2,5,5,4,4,Research,Coding,Civil Engineer
797,21,68,95,Commerce,BBA,9.58,5,3,5,4,4,5,4,5,3,5,4,3,4,Analytical,Drawing,Bank Manager
798,24,77,64,Arts,BFA,8.82,3,2,3,5,2,3,3,5,3,4,5,5,3,Creative,Drawing,Designer
799,21,75,66,Science_PCB,BSc Nursing,8.53,3,4,3,2,3,5,5,5,3,2,4,4,3,Leadership,Writing,Nurse
800,23,54,98,Science_PCM,BTech,7.9,3,5,3,5,2,4,3,3,3,2,2,4,3,Helping,Writing,Civil Engineer
801,25,83,55,Science_PCB,MBBS,7.02,5,4,4,2,2,4,5,2,2,3,5,5,3,Leadership,Public Speaking,Doctor
802,21,90,86,Science_PCB,BSc Nursing,8.28,5,5,2,3,4,5,5,3,4,3,4,5,4,Research,Social Work,Nurse
803,17,82,60,Arts,BA,6.37,3,2,3,5,4,3,5,2,5,3,4,2,5,Creative,Drawing,Defence Officer
804,19,96,77,Commerce,BA,6.07,5,4,5,5,5,3,5,2,5,3,5,2,5,Creative,Sports,Government Officer
805,24,75,67,Commerce,BBA,9.88,2,4,3,3,4,4,4,5,2,3,2,5,2,Creative,Coding,Bank Manager
806,18,80,98,Arts,BTech,9.95,4,4,2,2,4,2,3,4,5,4,2,4,5,Helping,Reading,Defence Officer
807,22,67,67,Arts,BA Economics,7.48,2,5,5,5,2,2,3,3,5,5,4,4,5,Helping,Coding,Government Officer
808,25,68,71,Arts,BBA,9.13,2,3,5,2,5,5,4,3,2,5,3,2,5,Leadership,Drawing,Entrepreneur
809,23,51,89,Commerce,CA,6.57,2,2,2,4,4,3,5,5,5,3,5,5,4,Analytical,Public Speaking,Accountant
810,22,93,95,Arts,LLB,7.4,5,5,5,5,3,3,5,4,4,5,2,5,4,Leadership,Drawing,Lawyer
811,22,59,94,Science_PCB,BSc Nursing,6.18,3,5,2,5,5,2,5,2,3,4,2,5,4,Creative,Social Work,Nurse
812,17,81,68,Science_PCB,BSc Biotechnology,6.65,3,4,2,4,3,2,5,4,3,2,5,4,4,Leadership,Social Work,Medical Researcher
813,19,76,54,Science_PCB,BSc Nursing,9.25,3,5,2,3,4,5,5,3,4,2,5,3,2,Helping,Writing,Nurse
814,21,64,68,Commerce,CA,7.11,4,3,3,2,4,3,5,5,5,2,2,5,5,Helping,Public Speaking,Accountant
815,18,72,84,Science_PCB,BAMS,7.71,4,5,5,5,5,3,5,2,3,2,5,5,2,Creative,Writing,Doctor
816,22,53,82,Commerce,BBA,9.23,4,2,5,2,5,2,5,4,4,5,2,4,3,Creative,Drawing,Marketing Manager
817,21,71,77,Commerce,BCom,6.91,5,4,5,5,5,2,3,5,4,4,4,5,2,Analytical,Writing,Accountant
818,23,67,74,Commerce,BCom,7.38,4,2,5,4,4,2,4,5,2,5,4,3,3,Helping,Writing,Financial Analyst
819,22,80,86,Arts,BA,8.46,3,4,5,2,2,5,2,5,3,5,3,4,5,Helping,Music,Entrepreneur
820,18,68,83,Science_PCB,BHMS,6.87,3,4,3,5,5,4,5,2,5,2,5,4,3,Leadership,Sports,Doctor
821,19,78,52,Science_PCB,BSc Microbiology,9.02,4,5,2,3,3,5,5,2,2,4,2,5,5,Research,Public Speaking,Medical Researcher
822,19,94,55,Arts,LLB,6.23,2,5,3,2,5,3,3,2,3,2,2,5,5,Research,Coding,Lawyer
823,24,70,95,Arts,BEd,7.63,5,5,5,4,2,2,5,3,4,4,5,5,4,Analytical,Drawing,Teacher
824,25,62,87,Science_PCB,BSc Nursing,6.95,3,5,2,5,3,4,5,2,2,3,5,4,5,Creative,Writing,Nurse
825,25,60,62,Commerce,CA,8.58,4,5,5,5,5,3,5,5,4,4,5,5,3,Creative,Public Speaking,Bank Manager
826,18,95,84,Science_PCM,BTech,7.36,4,3,2,3,5,4,3,5,3,2,2,4,3,Analytical,Public Speaking,Civil Engineer
827,19,82,73,Arts,BA Economics,9.57,4,5,3,5,5,3,3,4,5,2,5,4,5,Leadership,Music,Government Officer
828,22,91,89,Science_PCM,BCA,9.42,5,3,4,3,5,5,5,2,3,2,5,5,2,Analytical,Social Work,AI Engineer
829,17,72,62,Arts,BA Economics,9.27,2,4,4,5,5,4,3,5,5,5,4,3,3,Helping,Social Work,Government Officer
830,19,94,58,Science_PCM,BTech,9.1,5,5,3,5,3,4,2,4,2,4,4,2,4,Helping,Sports,Civil Engineer
831,20,78,93,Commerce,BCom,8.66,4,2,4,5,4,5,3,5,3,4,3,5,2,Helping,Sports,Bank Manager
832,23,62,97,Science_PCM,BTech,9.22,5,2,2,3,4,5,4,2,5,3,5,2,5,Analytical,Writing,AI Engineer
833,17,54,88,Science_PCB,BSc,9.21,3,3,4,4,5,5,5,5,2,5,3,5,3,Research,Drawing,Research Scientist
834,24,68,95,Commerce,BBA,8.82,3,4,3,4,5,2,2,5,2,3,3,3,2,Helping,Drawing,Financial Analyst
835,25,57,90,Arts,BTech,8.67,3,4,4,3,3,4,2,2,5,5,2,4,5,Leadership,Social Work,Defence Officer
836,19,98,88,Science_PCM,BSc Data Science,8.28,5,3,3,4,4,5,4,2,3,4,5,5,2,Analytical,Reading,Data Scientist
837,17,65,58,Science_PCM,BTech,7.52,5,2,5,4,4,5,2,3,2,5,4,2,3,Helping,Music,Data Scientist
838,17,78,97,Commerce,CA,7.44,2,4,2,3,5,2,5,5,5,5,5,2,5,Helping,Social Work,Accountant
839,25,86,59,Science_PCM,BDes,6.55,2,3,3,5,4,4,5,2,3,3,5,3,5,Analytical,Reading,Designer
840,17,64,77,Science_PCM,BTech,9.74,4,3,2,5,5,5,4,5,3,2,5,5,2,Leadership,Drawing,Civil Engineer
841,19,77,80,Commerce,BBA,6.84,3,5,5,4,4,4,4,5,3,5,3,3,4,Helping,Drawing,Bank Manager
842,21,95,50,Commerce,BBA,9.15,3,5,5,3,5,4,4,5,5,5,4,4,2,Analytical,Social Work,Entrepreneur
843,21,62,52,Arts,BA,7.23,2,5,3,5,5,4,5,4,5,3,4,4,5,Creative,Drawing,Defence Officer
844,20,55,81,Science_PCM,BSc Data Science,8.9,4,2,3,4,5,5,3,5,3,2,2,5,5,Helping,Drawing,Research Scientist
845,24,82,80,Commerce,BCom,9.12,3,4,3,4,4,3,3,5,3,4,3,4,5,Research,Sports,Bank Manager
846,19,82,68,Arts,BA,7.54,2,3,5,5,2,5,2,4,2,5,5,4,5,Analytical,Music,Entrepreneur
847,25,52,83,Science_PCM,BTech,8.68,4,3,2,3,3,3,5,3,3,3,2,3,3,Creative,Sports,Civil Engineer
848,17,83,70,Science_PCM,BTech,7.78,5,3,5,5,5,5,4,2,2,3,2,2,3,Leadership,Public Speaking,AI Engineer
849,19,59,66,Science_PCM,BSc,6.59,3,4,3,4,5,2,5,5,3,4,4,2,4,Research,Reading,Research Scientist
850,24,97,84,Commerce,BCom,9.7,5,2,3,3,4,3,3,5,5,2,3,5,4,Creative,Music,Bank Manager
851,25,51,90,Commerce,BBA,7.56,4,5,5,2,5,3,4,4,4,5,3,2,5,Creative,Writing,Marketing Manager
852,25,88,88,Commerce,BBA,7.57,5,3,5,5,3,5,2,2,4,5,3,4,5,Helping,Coding,Marketing Manager
853,20,68,75,Commerce,BCom,6.31,4,5,2,5,4,2,5,5,4,4,4,4,3,Leadership,Drawing,Financial Analyst
854,17,99,51,Commerce,CA,7.22,5,3,2,2,4,2,5,5,5,5,5,4,5,Leadership,Music,Bank Manager
855,23,95,62,Science_PCM,BTech,7.31,2,3,2,3,4,5,3,5,3,2,2,3,4,Research,Sports,Civil Engineer
856,17,88,75,Commerce,BBA,8.23,3,4,2,5,5,4,4,5,5,5,2,4,4,Research,Drawing,Bank Manager
857,19,84,61,Arts,BEd,6.64,5,5,3,2,4,4,3,5,2,3,5,3,5,Research,Drawing,Teacher
858,19,62,97,Science_PCM,BSc Data Science,6.79,5,2,3,3,4,5,2,4,3,5,3,2,2,Creative,Social Work,Data Scientist
859,23,79,50,Science_PCM,BSc,8.87,4,4,3,4,5,3,3,2,5,4,5,5,2,Research,Drawing,Research Scientist
860,18,90,50,Science_PCM,BDes,7.65,5,3,5,5,2,3,5,2,5,3,5,5,2,Creative,Reading,Designer
861,22,71,84,Science_PCM,BFA,6.15,4,3,2,5,3,4,5,3,3,5,2,2,5,Creative,Music,Designer
862,20,58,53,Commerce,BBA,8.01,2,2,2,3,4,3,5,5,2,5,4,3,2,Leadership,Writing,Financial Analyst
863,24,95,87,Science_PCM,BTech,8.41,2,5,5,3,2,3,5,2,3,2,3,4,5,Helping,Music,Civil Engineer
864,22,59,92,Commerce,CA,9.65,5,3,2,3,4,4,4,5,2,5,5,2,2,Analytical,Music,Accountant
865,21,58,94,Commerce,BBA,8.45,4,5,5,2,2,3,4,3,3,5,4,2,2,Creative,Music,Marketing Manager
866,23,80,66,Commerce,BA,9.08,3,5,5,4,2,5,2,2,2,5,2,2,4,Creative,Public Speaking,Entrepreneur
867,17,93,52,Arts,BFA,9.95,2,5,4,5,4,4,3,4,5,2,4,3,5,Leadership,Drawing,Designer
868,25,55,83,Commerce,BCom,6.56,3,2,3,4,4,5,4,5,3,3,4,3,5,Helping,Music,Accountant
869,20,88,77,Commerce,BBA,7.41,2,2,4,5,5,5,3,5,4,3,4,3,4,Leadership,Music,Bank Manager
870,23,85,96,Science_PCM,BCA,9.55,5,5,3,3,5,5,4,3,3,4,5,3,2,Creative,Public Speaking,AI Engineer
871,19,98,98,Science_PCM,BDes,9.62,3,2,3,5,3,4,2,5,3,2,5,5,5,Helping,Social Work,Designer
872,25,68,74,Commerce,BCom,8.8,2,5,3,2,5,2,4,5,5,3,5,4,3,Leadership,Music,Accountant
873,25,84,59,Arts,BTech,9.11,5,3,5,3,3,2,4,5,5,4,3,3,5,Analytical,Sports,Defence Officer
874,17,56,70,Science_PCM,BTech,7.34,5,3,5,2,5,5,2,5,4,3,3,3,3,Helping,Music,AI Engineer
875,20,75,86,Science_PCB,BDS,6.07,3,4,2,2,4,5,5,3,2,3,5,3,3,Analytical,Social Work,Doctor
876,19,83,78,Arts,LLB,6.6,2,5,2,2,2,3,5,4,3,2,5,5,2,Helping,Social Work,Lawyer
877,22,75,59,Arts,BDes,8.53,4,3,2,5,2,5,5,4,3,2,2,5,4,Leadership,Public Speaking,Designer
878,22,57,70,Arts,BEd,9.13,5,5,5,3,4,2,4,4,3,3,5,2,3,Creative,Sports,Teacher
879,23,71,89,Science_PCM,BTech,9.49,5,5,2,2,2,4,3,5,5,5,5,2,2,Creative,Public Speaking,Civil Engineer
880,22,62,64,Arts,BEd,9.56,2,5,5,5,2,3,4,3,4,4,5,3,4,Research,Social Work,Teacher
881,21,97,83,Commerce,CMA,8.25,4,3,4,4,5,2,4,5,2,2,3,4,5,Helping,Reading,Financial Analyst
882,21,54,75,Science_PCM,BTech,8.27,5,5,3,2,5,5,5,5,5,4,5,4,3,Helping,Reading,Data Scientist
883,22,69,82,Arts,LLB,8.91,4,5,3,4,5,3,3,3,4,2,4,5,4,Helping,Writing,Lawyer
884,20,60,82,Commerce,BA,9.96,3,4,5,2,5,5,3,4,5,4,4,4,5,Leadership,Drawing,Government Officer
885,21,68,79,Science_PCB,BDS,6.75,3,4,3,4,4,3,5,2,3,3,3,3,4,Leadership,Music,Doctor
886,19,50,52,Commerce,BBA,7.43,2,3,5,5,2,2,3,3,2,5,3,5,3,Creative,Coding,Marketing Manager
887,18,51,88,Science_PCM,BCA,7.88,5,5,5,4,5,5,5,4,4,5,4,5,4,Research,Sports,AI Engineer
888,23,84,89,Commerce,BBA,9.33,4,4,5,4,4,4,4,2,4,5,4,3,4,Analytical,Social Work,Marketing Manager
889,21,75,74,Arts,LLB,9.87,2,5,3,2,2,4,4,4,5,4,3,5,2,Research,Sports,Lawyer
890,21,52,52,Science_PCB,BSc Microbiology,8.11,3,4,3,4,5,3,5,2,3,5,5,5,4,Analytical,Writing,Medical Researcher
891,21,57,78,Science_PCM,BTech,6.81,3,5,4,2,4,4,5,2,3,3,4,5,3,Helping,Social Work,Civil Engineer
892,22,94,80,Arts,BA,9.88,4,4,5,4,5,3,2,4,5,3,5,3,5,Leadership,Social Work,Defence Officer
893,25,60,59,Science_PCB,BSc Nursing,8.14,4,4,2,3,4,4,5,3,5,4,5,3,2,Research,Drawing,Nurse
894,20,66,84,Commerce,BCom,7.02,5,4,4,4,4,4,3,5,2,2,4,5,2,Helping,Public Speaking,Accountant
895,19,80,73,Science_PCB,BHMS,9.67,2,5,5,3,2,5,5,3,3,3,3,3,5,Analytical,Sports,Doctor
896,22,73,67,Science_PCM,BDes,9.05,2,4,2,5,5,5,4,2,5,5,5,2,5,Helping,Social Work,Designer
897,17,89,52,Arts,LLB,6.79,5,5,4,3,5,3,5,2,5,3,3,5,5,Helping,Sports,Lawyer
898,20,89,95,Commerce,BBA,7.38,4,3,5,2,5,5,3,2,3,5,5,4,4,Leadership,Public Speaking,Marketing Manager
899,25,65,57,Science_PCM,BSc,8.25,5,2,4,4,5,4,5,2,3,4,5,4,4,Research,Coding,Research Scientist
900,25,90,85,Arts,LLB,7.01,3,5,5,3,3,4,2,4,5,5,3,5,3,Creative,Reading,Lawyer
901,25,73,56,Arts,LLB,9.76,5,5,4,2,5,5,2,5,2,3,3,5,2,Leadership,Social Work,Lawyer
902,17,78,61,Science_PCB,BSc Nursing,6.08,4,4,5,5,4,2,5,3,5,5,2,5,5,Research,Sports,Nurse
903,21,87,58,Commerce,BA,8.81,4,4,3,4,5,2,3,2,5,5,5,2,4,Research,Coding,Government Officer
904,17,79,74,Commerce,BA,6.76,5,5,3,4,5,2,3,5,5,3,2,4,4,Leadership,Writing,Government Officer
905,25,50,81,Arts,BFA,6.38,3,5,2,5,2,5,3,3,2,2,5,3,4,Research,Social Work,Designer
906,25,79,98,Commerce,CA,9.38,3,2,4,4,5,2,3,5,2,5,2,4,5,Analytical,Writing,Accountant
907,21,82,90,Commerce,BBA,6.46,2,2,5,5,4,3,2,4,4,5,5,4,2,Creative,Sports,Entrepreneur
908,22,57,90,Arts,BEd,7.69,4,5,3,4,4,2,3,4,4,2,5,4,2,Leadership,Social Work,Teacher
909,18,63,56,Arts,BFA,8.72,3,5,4,5,2,2,2,4,5,5,5,3,4,Creative,Public Speaking,Designer
910,20,67,82,Commerce,BA,6.9,5,5,3,2,2,3,3,5,5,4,4,4,4,Research,Music,Government Officer
911,19,81,76,Commerce,BBA,8.06,3,3,5,5,3,3,3,2,5,5,2,3,2,Creative,Sports,Marketing Manager
912,18,86,89,Science_PCM,BDes,8.95,4,4,4,5,3,2,2,2,3,3,4,4,2,Leadership,Social Work,Designer
913,23,80,57,Arts,BA,7.33,2,4,5,3,4,4,3,2,5,5,3,5,5,Analytical,Coding,Defence Officer
914,21,82,81,Arts,BFA,9.1,2,2,3,5,4,4,5,4,5,2,2,5,5,Research,Public Speaking,Designer
915,18,75,57,Science_PCM,BCA,9.57,5,5,5,2,5,5,4,4,4,5,5,4,4,Research,Social Work,Data Scientist
916,19,60,68,Science_PCM,BCA,6.4,5,2,3,2,4,5,4,5,4,2,4,2,5,Analytical,Reading,Data Scientist
917,17,51,66,Arts,BEd,8.56,3,5,4,5,3,4,4,3,2,2,5,5,4,Analytical,Music,Teacher
918,24,81,94,Arts,BEd,6.16,2,5,5,3,2,5,5,2,4,3,5,4,2,Helping,Public Speaking,Teacher
919,17,65,51,Commerce,BBA,8.46,2,3,5,5,4,2,3,4,3,5,3,2,4,Leadership,Coding,Entrepreneur
920,23,78,99,Science_PCM,BTech,9.14,3,3,3,2,3,3,2,4,5,5,5,5,5,Creative,Reading,Defence Officer
921,19,59,57,Science_PCB,BSc Biotechnology,9.66,2,5,2,4,2,2,5,4,2,3,5,4,4,Helping,Sports,Medical Researcher
922,23,88,72,Arts,LLB,7.57,2,5,4,5,5,5,4,4,2,5,3,5,3,Leadership,Coding,Lawyer
923,22,97,55,Commerce,BCom,7.3,5,4,5,4,5,2,3,5,4,4,5,4,5,Creative,Writing,Accountant
924,19,85,52,Arts,LLB,8.42,2,5,2,2,4,3,3,3,3,3,4,5,3,Creative,Social Work,Lawyer
925,17,72,50,Science_PCM,BCA,6.61,5,3,2,3,5,5,3,5,3,2,3,4,5,Helping,Writing,Software Developer
926,19,81,62,Science_PCB,BAMS,7.39,4,4,4,2,4,5,5,5,3,3,3,2,5,Leadership,Sports,Doctor
927,22,57,55,Science_PCM,BTech,6.61,5,3,5,4,4,5,4,5,4,5,3,3,5,Helping,Coding,Software Developer
928,25,60,51,Commerce,BCom,6.67,5,2,2,2,4,3,2,5,4,3,4,2,3,Analytical,Music,Accountant
929,18,64,97,Commerce,CA,8.23,2,5,5,3,4,3,4,5,4,2,5,2,3,Creative,Sports,Accountant
930,18,55,55,Science_PCB,BSc Nursing,7.95,3,5,2,2,3,4,5,5,5,2,3,3,3,Creative,Social Work,Nurse
931,23,62,58,Arts,LLB,7.47,5,5,2,2,2,2,3,4,5,4,3,5,4,Creative,Public Speaking,Lawyer
932,20,58,83,Science_PCM,BTech,9.2,5,3,2,4,4,5,3,3,4,5,5,2,3,Creative,Music,Software Developer
933,20,97,87,Arts,BA,7.96,3,5,5,5,2,3,2,3,5,5,2,4,4,Creative,Reading,Government Officer
934,23,79,89,Science_PCM,BTech,9.35,5,2,3,5,5,5,2,5,3,5,3,4,5,Analytical,Sports,AI Engineer
935,24,61,82,Science_PCB,BDS,9.97,2,4,4,3,4,5,5,3,4,5,2,4,4,Analytical,Social Work,Doctor
936,18,72,96,Arts,LLB,6.36,2,5,2,2,2,2,4,2,3,2,3,5,4,Research,Drawing,Lawyer
937,25,91,66,Science_PCB,BDS,6.24,3,4,2,4,5,2,5,4,5,2,4,3,5,Leadership,Social Work,Doctor
938,22,50,69,Science_PCM,BTech,7.43,5,4,5,5,4,5,4,3,2,2,3,5,5,Analytical,Coding,Software Developer
939,18,77,71,Commerce,BBA,9.91,5,2,5,3,3,2,4,2,3,5,3,2,5,Research,Social Work,Marketing Manager
940,18,89,79,Arts,BTech,8.18,4,4,2,4,5,3,4,3,5,3,4,2,5,Leadership,Reading,Defence Officer
941,19,59,75,Arts,BDes,8.51,3,2,2,5,4,3,3,5,4,2,5,3,4,Creative,Social Work,Designer
942,20,79,90,Science_PCB,BSc Biotechnology,8.53,4,4,5,3,4,4,5,3,2,4,3,2,4,Creative,Writing,Medical Researcher
943,22,61,88,Science_PCM,BCA,6.37,5,3,5,3,4,5,4,4,3,5,2,4,5,Research,Sports,Software Developer
944,18,67,96,Science_PCM,BCA,6.97,5,2,3,2,4,5,2,3,5,5,4,2,3,Analytical,Public Speaking,Software Developer
945,18,83,64,Arts,BA,9.76,2,5,5,3,4,2,4,4,5,4,2,4,5,Research,Reading,Defence Officer
946,17,55,58,Science_PCM,BTech,9.96,4,4,3,3,5,5,5,3,2,3,2,2,3,Leadership,Social Work,Civil Engineer
947,18,93,58,Commerce,CA,9.06,4,4,3,3,5,5,5,5,3,3,4,3,3,Research,Writing,Accountant
948,19,58,50,Science_PCB,BAMS,9.46,2,5,3,5,5,5,5,2,4,3,3,3,4,Creative,Drawing,Doctor
